"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","18","10","44"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","27","3","59"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","28","13","71"
"48-02","","230","1262","813","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","115","45","228"
"48-02","","230","1262","813","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","123","52","241"
"48-02","","230","1262","813","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","106","41","244"
"48-02","","230","1262","813","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","119","48","183"
"48-02","","230","1262","813","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","118","48","258"
"48-02","","230","1262","813","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","102","43","184"
"48-02","","230","1262","813","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","130","45","242"
"48-02","","230","1262","813","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","94","46","202"
"48-02","","230","1262","813","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","116","48","257"
"48-02","","230","1262","813","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","110","44","183"
"48-02","","230","1262","813","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","128","59","260"
"48-02","","230","1262","813","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","94","32","176"
"48-03","","231","3297","2331","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","228","107","437"
"48-03","","231","3297","2331","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","1","2","6"
"48-03","","231","3297","2331","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","6","3","3"
"48-03","","231","3297","2331","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","479","166","877"
"48-03","","231","3297","2331","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","410","132","754"
"48-03","","231","3297","2331","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","297","144","559"
"48-03","","231","3297","2331","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","128","69","297"
"48-03","","231","3297","2331","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","563","208","1000"
"48-03","","231","3297","2331","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","154","64","309"
"48-03","","231","3297","2331","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","89","57","285"
"48-03","","231","3297","2331","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","41","30","107"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","63","41","220"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","16","2","19"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","16","7","19"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","30","20","62"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","39","13","65"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","33","17","91"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","22","6","43"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","8","1","8"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","9","9","34"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","14","15","32"
"48-03","","231","3297","2331","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","16","6","48"
"48-03","","231","3297","2331","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","253","126","566"
"48-03","","231","3297","2331","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","45","16","107"
"48-03","","231","3297","2331","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","215","86","344"
"48-03","","231","3297","2331","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","120","80","294"
"48-03","","231","3297","2331","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","12","9","30"
"48-03","","231","3297","2331","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","14","8","32"
"48-03","","231","3297","2331","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","33","14","101"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","17","8","34"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","34","29","78"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","28","10","39"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","36","22","85"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","48","29","103"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","47","14","110"
"48-03","","231","3297","2331","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","56","38","158"
"48-03","","231","3297","2331","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","372","153","660"
"48-03","","231","3297","2331","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","338","125","648"
"48-03","","231","3297","2331","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","353","133","664"
"48-03","","231","3297","2331","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","324","133","541"
"48-03","","231","3297","2331","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","267","135","653"
"48-03","","231","3297","2331","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","396","130","578"
"48-03","","231","3297","2331","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","358","160","654"
"48-03","","231","3297","2331","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","315","104","580"
"48-03","","231","3297","2331","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","301","123","641"
"48-03","","231","3297","2331","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","364","144","579"
"48-03","","231","3297","2331","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","367","149","698"
"48-03","","231","3297","2331","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","298","117","516"
"48-04","","232","1122","736","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","81","29","121"
"48-04","","232","1122","736","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","2","3","2"
"48-04","","232","1122","736","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","3","1","5"
"48-04","","232","1122","736","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","166","102","217"
"48-04","","232","1122","736","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","148","77","192"
"48-04","","232","1122","736","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","103","54","155"
"48-04","","232","1122","736","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","39","19","71"
"48-04","","232","1122","736","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","201","113","271"
"48-04","","232","1122","736","1","19","State Senator, Dist 23","","39","(D) HEE, Clayton","DEM","C","135","77","185"
"48-04","","232","1122","736","1","19","State Senator, Dist 23","","40","(R) MEYER, Colleen","REP","C","111","55","153"
"48-04","","232","1122","736","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","81","45","85"
"48-04","","232","1122","736","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","31","23","81"
"48-04","","232","1122","736","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","12","12","36"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","30","17","58"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","5","0","3"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","5","2","4"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","16","7","28"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","22","12","18"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","8","8","34"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","5","7","17"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","3","0","1"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","8","5","8"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","20","6","9"
"48-04","","232","1122","736","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","7","4","5"
"48-04","","232","1122","736","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","115","66","170"
"48-04","","232","1122","736","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","35","12","30"
"48-04","","232","1122","736","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","77","38","90"
"48-04","","232","1122","736","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","43","36","99"
"48-04","","232","1122","736","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","1","2","7"
"48-04","","232","1122","736","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","3","4","17"
"48-04","","232","1122","736","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","18","8","14"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","7","3","13"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","13","4","26"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","7","5","12"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","13","13","22"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","27","17","37"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","24","10","37"
"48-04","","232","1122","736","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","31","19","37"
"48-04","","232","1122","736","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","142","74","159"
"48-04","","232","1122","736","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","107","58","182"
"48-04","","232","1122","736","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","130","74","156"
"48-04","","232","1122","736","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","110","55","153"
"48-04","","232","1122","736","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","122","66","191"
"48-04","","232","1122","736","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","119","66","131"
"48-04","","232","1122","736","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","134","77","170"
"48-04","","232","1122","736","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","106","55","155"
"48-04","","232","1122","736","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","132","76","180"
"48-04","","232","1122","736","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","107","55","142"
"48-04","","232","1122","736","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","134","76","178"
"48-04","","232","1122","736","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","102","55","140"
"48-05","","233","4410","2926","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","328","149","488"
"48-05","","233","4410","2926","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","5","3","9"
"48-05","","233","4410","2926","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","8","3","10"
"48-05","","233","4410","2926","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","702","280","930"
"48-05","","233","4410","2926","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","595","243","771"
"48-05","","233","4410","2926","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","444","185","654"
"48-05","","233","4410","2926","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","214","98","347"
"48-05","","233","4410","2926","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","797","324","1048"
"48-05","","233","4410","2926","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","275","161","422"
"48-05","","233","4410","2926","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","112","63","281"
"48-05","","233","4410","2926","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","55","37","126"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","106","76","228"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","15","3","20"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","15","6","28"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","38","30","80"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","61","36","67"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","51","25","104"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","37","14","55"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","7","6","11"
"48-05","","233","4410","2926","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","21","10","40"
